word,count
براهمه,42
براهین,1333
برای,2977322
برایی,139
بربادرفته,26
بربر,1022
بربریت,175
بربط,127
برپا,18472
برتافتن,15
برتر,57409
برتری,21577
برتری‌طلب,3
برتری‌طلبی,3
برجا,1876
برج,31486
برجستگی,2884
برجستن,4
برجسته,45153
برجیس,185
برچسب,7006
برچیدن,935
برچیده,2411
برحسب,4416
برحق,711
برخاستن,1825
برخ,102
برخور,48
برخوردار,57401
برخورداری,4423
برخورد,55797
برخه,10
برخی,449296
بردار,8321
برداشت,23700
بردبار,235
بردباری,1129
برد,53959
بردگی,4447
بردمیدن,14
بردن,33290
برده,68039
بررسی,146297
برز,219
برزخ,651
برزگر,233
برزن,357
برزنگی,6
برزیگر,24
بزور,198
برساخته,474
برسو,17
برش,11187
برشته,476
برشمردن,800
برص,37
برطبق,2260
برطرف,9587
برعکس,7074
برف,9093
برفی,2337
برق,40641
برق‌آسا,315
برقرار,45121
برقع,129
برق‌کار,55
برقی,8075
برکت,2925
برکنار,14493
برکناری,10356
برکندن,62
برکه,1761
برگچه,150
برگردان,4099
برگرداندن,1874
برگرفتن,140
برگرفته,24571
برگزاری,57899
برگزیدن,1432
برگزیده,31198
برگشت,20068
برگشتن,942
برگ,14752
برگماری,12
برگماشتن,36
برگه,2501
برلیان,100
برم,651
برملا,1510
برمنش,8
برنا,205
برنامه,144977
برنامه‌ریزی,34555
برنایی,20
برنج,8691
برندگی,77
برنده,56257
برنز,12265
برنزه,294
بروت,75
بروج,655
برودت,406
بروز,45768
بروفق,1
برو,1302
برومند,1184
برون,4473
برهان,5248
برهم,7131
برهمن,652
برهنگی,1437
بره,1251
برهنه,4586
برهوت,111
برهه,1915
بریات,4
بری,6323
بریان,421
برید,1054
بریدگی,852
بریدن,3182
بریده,5245
بریزن,3
بریگاد,357
برین,1055
بریه,29
بزاز,204
بزازی,29
بزاق,899
بزدل,130
بزدلی,182
بزرگ,278816
بزرگان,26824
بزرگ‌جثه,294
بزرگ‌زاده,6
بزرگ‌منشی,15
بزرگ‌نمایی,450
بزرگوار,1086
بزرگوارانه,67
بزرگواری,638
بزرگی,98495
بزک,67
بزم‌آرا,2
بزم,789
بزمگاه,24
بزمی,381
بزن,519
بزن‌بهادر,44
بزنگاه,115
بزه,361
بژ,99
بژول,3
بسا,1939
بساتین,42
بساز,139
بسازوبفروش,6
بساطت,26
بساط,1073
بس,3354
بسامان,303
بسامد,2474
بسان,584
بساوایی,85
بساوش,21
بستان,1128
بستانی,134
بست,8867
بستر,16449
بسترسازی,179
بستری,10990
بستگان,4360
بستگی,24836
بستن,11003
بستوه,33
بسته‌بندی,5095
بسته,71783
بسزا,463
بسط,8218
بسمل,27
بسندگی,7
بسنده,3089
بسودن,23
بسیار,398574
بسیاری,363091
بسی,1262
بسیج,14907
بسیط,405
بسیم,15
بشارت,1664
بشاش,55
بشخصه,243
بش,312
بشر,37377
بشرح,825
بشردوست,213
بشردوستانه,2030
بشردوستی,92
بشره,22
بشریت,5407
بشقاب,1415
بشک,4
بشکوه,2
بشکه,6653
بشو,36
بشیر,869
بصر,47
بصل,363
بصیر,439
بصیرت,879
بضاعت,350
بطال,16
بطالت,192
بطر,32
بطری,2283
بطش,28
بطلان,576
بطل,5
بط,7
بطن,3142
بطون,359
بطو,3
بعث,2494
بعد,453747
بعدی,81385
بعید,4652
بعینه,124
بغا,104
بغاز,31
بغاوت,13
بغایت,61
بغ,186
بغستان,78
بغض,401
بغل,1441
بغلی,119
بغی,56
بفرمان,61
بقا,3081
بقاع,510
بقال,115
بقالی,173
بقایا,480
بقچه,33
بقر,2
بقعه,9836
بقولات,58
بقیه,29257
بکا,46
بکارت,932
بکر,4634
بکش,300
بک,3593
بکمال,19
بکم,2
بکن,135
بکوب,12
بگاه,25
بگو,1195
بگومگو,49
بلا,2980
بلااثر,64
بلاانقطاع,11
بلاتردید,18
بلاتکلیف,318
بلاجهت,6
بلاخیز,23
بلاد,2913
بلادرنگ,329
بلاشبهه,2
بلاعوض,633
بلاغ,529
بلاغت,837
بلافاصله,23657
بلاگردان,15
بلال,841
بلامانع,569
بلامعارض,8
بلاواسطه,170
بلاوقفه,12
بلاهت,23
بلایا,410
بلبل,884
بل,4138
بلدان,31
بلد,1463
بلدرچین,193
بلدیه,1375
بلع,648
بلعم,30
بلعیدن,573
بلغم,142
بلکه,98190
بلم,57
بلم‌ران,6
بلندآوازه,305
بلندا,463
بلندبالا,70
بلندپایه,3581
بلندپرواز,206
بلندپروازی,247
بلند,54316
بلندرتبه,16
بلندقامت,77
بلندمرتبه,458
بلندمقام,2
بلندنظر,35
بلندنظری,23
بلندهمت,31
بلندهمتی,6
بلندی,11215
بلوا,257
بلوار,7827
بلور,4079
بلورین,2624
بلوغ,6826
بلوف,197
بلوک‌بندی,8
بلوک,12095
بله,1202
بلهوس,6
بلی,447
بلیت,2150
بلید,344
بلیط,2900
بلیغ,438
بلیه,114
بمباردمان,1
بمب,15846
بم,2818
بموقع,188
بنابراین,101810
بنا,144166
بنات,459
بناچار,423
بنادر,5501
بن,192596
بناگاه,48
بناگوش,45
بنام,27703
بن‌بست,2604
بنت,4896
بنجل,3
بنجه,12
بنچاق,1
بندباز,36
بندبازی,44
بند,28820
بندر,22935
بندرگاه,1212
بندش,51
بندشی,13
بندقدار,4
بندگی,914
بندوبست,8
بنده,3512
بنده‌نوازی,4
بندی,23834
بنزین,5627
بنشن,30
بنصر,14
بنفسه,2
بنفش,4058
بنک,1175
بنکدار,105
بنگاه,3797
بنگ,443
بنوت,19
بنه,1191
بنی‌آدم,174
بنیاد,30258
بنیادگرا,674
بنیادگرایی,840
بنیادین,7607
بنیان,23951
بنیان‌گذار,13381
بنیه,479
بوآ,125
بواب,75
بوادی,3
بوار,48
بوارق,2
بوالهوس,26
بوالهوسی,23
بوبین,82
بوت,2380
بوته,2826
بوته‌زار,51
بوتیک,453
بوتیمار,107
بوجاری,41
بودار,45
بودباش,26
بودجه,27357
بود,1248397
بودن,139076
بوران,548
بو,3652
بورژوا,246
بورس‌بازی,16
بور,3005
بورس,9793
بوروکرات,30
بوروکراسی,1538
بوریاباف,7
بوریا,82
بوزینه,100
بوس,357
بوستان,3473
بوسه,1129
بوسیدن,900
بوطیقا,50
بوف,133
بوق,1069
بوقلمون,857
بوکس,3113
بوگان,8
بول,801
بوم,3456
بوم‌شناس,46
بوم‌شناسی,780
بومهن,82
بومی,48449
بوی,7606
بویا,52
بویایی,1492
بویش,21
بویناک,1
بویه,3800
بها,1193
بهابازار,18
بهابرگ,1
بهادار,2665
بهادر,915
بهار,25636
بهاران,150
بهارستان,1511
بهاره,917
بهانه,7776
بهانه‌تراشی,17
بهانه‌جو,23
بهانه‌جویی,53
بهایم,46
بهایی,3022
بهبودپذیر,3
بهبود,55974
بهبودی,5279
به‌به,52
به,15025135
بهت‌آمیز,28
بهت‌آور,88
بهتان,133
بهت,827
به‌تدریج,4816
بهت‌زدگی,20
بهت‌زده,107
بهجت,1666
به‌جز,4379
به‌خصوص,12288
بهداری,1757
بهداشت,22250
بهداشتی,13299
به‌دردنخور,9
به‌درستی,1680
بهدین,6
به‌راستی,281
بهرام,12189
بهر,1387
بهروز,2084
بهروزی,261
بهره,49024
بهره‌برداری,28864
بهره‌دار,3
بهره‌کشی,701
بهره‌گیر,7
بهره‌مند,7517
بهره‌مندی,1972
بهره‌ور,212
بهره‌وری,5351
به‌زودی,2434
به‌زور,371
به‌سبب,1544
بهشت,9798
بهشتی,5808
به‌کرات,177
بهمان,225
بهمن,63854
بهوش,178
به‌ویژه,26193
به‌هم‌ریخته,69
به‌هیچ‌وجه,418
بهیار,86
بهی,245
بهیمی,15
بهین,69
بهیه,119
بی‌آب,188
بی‌آبرو,153
بی‌آبرویی,87
بی‌آبی,180
بی‌آرام,4
بی‌آزار,245
بی‌آغاز,78
بی‌آلایش,340
بی‌آن‌که,240
بیابان,6064
بیابان‌گرد,461
بیابان‌نشین,21
بیابانی,3724
بیات,4533
بی‌اثر,1991
بی‌احتیاط,130
بی‌احتیاطی,154
بی‌اختیار,523
بی‌ادبی,66
بی‌اراده,110
بی‌ارج,1
بی‌ارزش,962
بی‌اساس,1036
بی‌استعداد,46
بی‌اشتها,4
بی‌اصل,21
بی‌اصل‌ونسب,13
بیاض,478
بی‌اطلاع,1133
بی‌اطلاعی,910
بی‌اعتبار,1875
بی‌اعتباری,360
بی‌اعتقاد,177
بی‌اعتقادی,143
بی‌اعتنا,353
بی‌اعتنایی,1176
بیان,135008
بی‌انتها,243
بی‌اندازه,624
بی‌انصاف,22
بی‌انصافی,73
بی‌انضباط,6
بیانگر,13085
بیان‌نامه,7
بیانیه,17840
بی‌اهمیت,1159
بی‌ایمان,113
بی‌ایمانی,32
بی‌بار,31
بی‌باکانه,89
بی‌باک,323
بی‌باکی,415
بی‌بخار,8
بی,81139
بی‌بدیل,375
بی‌بر,4
بی‌برگ,27
بی‌برگی,1
بی‌بری,6
بی‌بضاعت,163
بی‌بضاعتی,26
بی‌بندوبار,300
بی‌بندوباری,132
بی‌بنیاد,30
بی‌بنیان,2
بی‌بهره,1454
بی‌بی,2137
بی‌پایان,1021
بی‌پایه,981
بی‌پدر,3
بی‌پرده,409
بی‌پروایی,201
بی‌پناه,278
بی‌پناهی,107
بی‌پول,223
بی‌پولی,171
بی‌پیرایه,416
بی‌تاب,77
بی‌تابی,89
بیت,39178
بیت‌الاحزان,1
بیت‌المال,995
بی‌تاثیر,516
بی‌تجربگی,243
بی‌تجربه,388
بی‌تحرک,37
بی‌تحمل,2
بی‌تربیت,12
بی‌تربیتی,6
بی‌ترتیب,4
بی‌تردید,616
بی‌تشویش,4
بی‌تعلقی,13
بی‌تفاوت,1219
بی‌تفاوتی,1060
بی‌تقصیر,87
بی‌تقوا,9
بی‌تکلف,131
بی‌تناسب,155
بیتوته,129
بی‌توجه,1029
بی‌توجهی,3651
بی‌ثبات,1327
بی‌ثباتی,2569
بی‌ثمر,1034
بی‌ثمری,113
بی‌جا,127
بیجار,680
بی‌جان,1191
بی‌جربزه,2
بی‌جنبش,11
بی‌جهت,233
بیچارگی,194
بیچاره,570
بی‌چشم,8
بی‌چون,236
بی‌چون‌وچرا,100
بی‌چیز,68
بی‌چیزی,17
بی‌حاصل,630
بی‌حال,83
بی‌حالی,137
بی‌حد,580
بی‌حدوحصر,23
بی‌حرکت,596
بی‌حرمتی,453
بی‌حساب,94
بی‌حس,402
بی‌حفاظ,11
بی‌حوصلگی,113
بی‌حوصله,20
بی‌حیا,8
بی‌حیایی,5
بیخ,314
بی‌خاصیت,54
بی‌خانمان,1692
بی‌خانمانی,160
بی‌خبر,1910
بی‌خبری,688
بیختن,5
بیخته,2
بی‌خرد,185
بی‌خردی,68
بی‌خطر,1215
بی‌خلل,17
بی‌خود,131
بی‌خودی,26
بی‌خیال,263
بی‌خیالی,59
بیداد,1025
بیدادگرانه,6
بیدادگر,49
بیدادگری,201
بیداردل,69
بیدار,6474
بیداری,3797
بی‌دانش,18
بی‌دانشی,6
بی‌دانه,68
بی‌درد,34
بی‌درمان,49
بی‌درنگ,4787
بی‌دروپیکر,3
بی‌دریغ,356
بیدستان,62
بی‌دست‌وپا,6
بیدق,50
بی‌دقت,107
بی‌دقتی,161
بی‌دلیل,794
بی‌دوام,51
بی‌دولت,17
بی‌دین,1092
بی‌دینی,939
بی‌ذوق,2
بی‌ذوقی,6
بی‌ربط,479
بی‌رحمانه,1157
بی‌رحم,749
بی‌رحمی,739
بی‌رغبت,6
بیرق,928
بی‌رقیب,403
بی‌رمق,102
بی‌رنگ,4757
بی‌رنگی,66
بی‌روح,586
بیرون,74906
بی‌رونق,49
بیرونی,20934
بی‌رویه,1978
بی‌ریا,92
بی‌ریایی,11
بی‌ریش,102
بیزار,1238
بیزاری,1511
بی‌زبان,13
بی‌زبانی,7
بی‌زن,1
بی‌زوال,18
بی‌زیان,76
بی‌سابقه,5017
بیسار,58
بی‌سامان,42
بی‌سامانی,12
بی‌سبب,4
بی‌سرانجام,81
بی‌سرپرست,438
بی‌سروپا,2
بی‌سلیقه,6
بی‌سواد,998
بی‌سیرت,1
بیش,276334
بی‌شایبه,4
بی‌شبهه,5
بیشتر,437327
بیشترین,57755
بی‌شرف,89
بی‌شرمانه,108
بی‌شرم,43
بی‌شرمی,45
بی‌شعور,15
بی‌شک,867
بی‌شکیب,3
بی‌شمار,1930
بیشه,1236
بیشه‌زار,55
بیشی,61
بی‌شیله‌پیله,4
بی‌صبر,8
بی‌صبری,19
بیص,16
بی‌صدا,425
بی‌صورت,14
بیضوی,2153
بیضه,1122
بیطار,51
بی‌طاقت,5
بی‌طالع,3
بی‌طعم,17
بی‌ظرافت,14
بیع,448
بی‌عاطفگی,14
بی‌عاطفه,37
بیعانه,29
بیعت,13923
بی‌عرضگی,6
بی‌عرضه,26
بی‌عصمت,7
بی‌عفتی,78
بی‌عقل,7
بی‌عقلی,14
بی‌علاج,1
بی‌علاقگی,185
بی‌علاقه,139
بی‌علم,13
بی‌عیب,253
بی‌غش,5
بی‌غم,13
بیغوله,39
بی‌غیرت,23
بی‌فایده,1745
بی‌فراست,4
بی‌فروغ,9
بی‌فرهنگ,28
بی‌فرهنگی,19
بی‌فکر,30
بی‌فکری,74
بی‌قابلیت,6
بی‌قاعدگی,205
بی‌قاعده,282
بی‌قانونی,262
بی‌قدر,2
بی‌قدرت,26
بی‌قرار,413
بی‌قراری,548
بی‌قواره,37
بی‌قیاس,13
بی‌قید,2113
بی‌کار,387
بی‌کاره,6
بی‌کاری,360
بی‌کران,393
بی‌کس,121
بی‌کسی,33
بی‌کفایت,120
بی‌کفایتی,659
بی‌کم‌وکاست,83
بیگار,11
بیگاری,672
بیگ,8052
بیگانگان,3250
بیگانگی,1154
بیگانه,8886
بیگانه‌پرست,5
بی‌گاه,44
بی‌گزند,41
بی‌گمان,1191
بیگم,1762
بی‌گناه,1634
بی‌گناهی,803
بیلان,268
بی‌لیاقت,50
بیمار,34831
بیمارستان,38455
بیماری,109686
بیم,5626
بی‌مانند,655
بی‌مایه,105
بی‌مبالات,26
بی‌مبالاتی,230
بی‌مثل,23
بی‌محابا,263
بی‌محل,2
بی‌محلی,11
بیمر,15
بی‌مروت,2
بی‌مزد,101
بی‌مزه,200
بی‌مصرف,182
بی‌معرفت,5
بی‌معنی,1487
بی‌مقدار,97
بی‌ملاحظگی,27
بی‌ملاحظه,101
بی‌مناسبت,3
بیمناک,1772
بی‌مورد,634
بی‌مو,53
بی‌موقع,63
بی‌مویی,6
بی‌مهر,5
بی‌میل,527
بی‌میلی,537
بین,530433
بینا,532
بینات,60
بی‌نام,1045
بی‌ناموسی,2
بی‌نام‌ونشان,14
بی‌نامی,49
بینایی,6860
بی‌نتیجه,3463
بی‌نزاکت,28
بی‌نزاکتی,106
بی‌نشاط,5
بینش,3317
بی‌نصیب,186
بی‌نظم,392
بی‌نظمی,1415
بی‌نظیر,4405
بی‌نقص,663
بی‌نمک,18
بیننده,6871
بی‌نوا,21
بی‌نور,15
بی‌نهایت,5109
بینه,751
بی‌نیاز,1312
بی‌نیازی,216
بینی,13132
بی‌واک,184
بی‌وفا,98
بی‌وفایی,188
بی‌وقت,19
بیوگرافی,992
بیوگی,25
بیوه,2430
بی‌همتا,872
بی‌هنر,20
بیهودگی,304
بیهوده,2747
بیهوده‌گو,5
بیهوده‌گویی,12
بی‌هوش,354
بی‌هوشی,119
پا,44545
پاانداز,6
پابرجا,3939
پابرجایی,53
پابرهنه,288
پابست,63
پابند,249
پابوسی,52
پاپوش,384
پاپی,1402
پات,319
پاتک,442
پاتوق,511
پاتیل,188
پاچین,5
پاد,714
پاداش,7477
پاداشن,44
پادرمیانی,847
پادرهوا,3
پادزهر,488
پادشاه,83124
پادشاهانه,17
پادشاهی,67407
پادگان,5466
پادو,51
پار,226
پارابلوم,78
پارازیت,963
پارتی,3666
پارتیزان,369
پارچ,95
پارچه,9237
